Role,Entry_Key,Parent_Key,Form,Language_IDs,POS,Gloss,Etymology,PDF_Page,Printed_Page
head,bashir:khowar:b2691d601d,,šayír,Kho-Bashir-src-swka,n,poet,,136,123
variant,bashir:khowar:b2691d601d:variant:1,bashir:khowar:b2691d601d,šaγír,Kho-Bashir-src-swka,n,poet,Other pronunciation of šayír: šaγír,136,123
head,bashir:khowar:9ac5fb475b,,šer,Kho-Bashir-src-mnn|Kho-Bashir-src-swka,intr verb,it is,[< Skt. (M:1973)],136,123
head,bashir:khowar:16b820cfa2,,šekék,Kho-Bashir-src-rakr,n,powder horn,,136,123
head,bashir:khowar:b662a4f871,,šenék,Kho-Bashir-src-parwak,n,crumbled bread re-fried in ghee,,136,123
head,bashir:khowar:3da6d89040,,šeník,Kho-Bashir-src-if,intr verb,"to feel distress, worry",[“The sheperdess wept”] [< Skt. (T3476)],136,123
variant,bashir:khowar:3da6d89040:variant:1,bashir:khowar:3da6d89040,šaník,Kho-Bashir-src-if,intr verb,"to feel distress, worry",Other pronunciation of šeník: šaník,136,123
head,bashir:khowar:4cae132a07,,šepéri,Kho-Bashir-src-mnn,adj,red,,136,123
head,bashir:khowar:c267c3ce4f,,šepík,Kho-Bashir-src-mnn,tr verb,to dig and remove (soil),,136,123
variant,bashir:khowar:c267c3ce4f:variant:1,bashir:khowar:c267c3ce4f,šephík,Kho-Bashir-src-mnn,tr verb,to dig and remove (soil),Other pronunciation of šepík: šephík,136,123
head,bashir:khowar:9ac5fb475b,,šer¹,Kho-Bashir-src-mnn,n,lion,[< Prs.],136,123
head,bashir:khowar:9ac5fb475b,,šer²,Kho-Bashir-src-mnn,n,stanza of poetry,"[< Ar., Prs.]",136,123
head,bashir:khowar:f4db6dc905,,šešár,Kho-Bashir-src-parwak,n,species of wild oats,,136,123
head,bashir:khowar:7ecbb641cf,,šešehér,Kho-Bashir-src-wsic|Kho-Bashir-src-rakr,n,"fit of crying, excessive weeping",,136,123
head,bashir:khowar:b74329c344,,šetú,Kho-Bashir-src-tmf|Kho-Bashir-src-mnn,n,buttermilk,,136,123
subentry,bashir:khowar:b74329c344:subentry:1,bashir:khowar:b74329c344,šetudreék,Kho-Bashir-src-tmf|Kho-Bashir-src-mnn,n,ceremony when milk which has been collected for seven days in the high pastures is made collectively into buttermilk,Subentry of šetú,136,123
head,bashir:khowar:1d36d53e68,,šeytán,Kho-Bashir-src-if|Kho-Bashir-src-mnn,,"evil, mischievous (person)",,137,124
subentry,bashir:khowar:1d36d53e68:subentry:1,bashir:khowar:1d36d53e68,šaytaní,Kho-Bashir-src-if|Kho-Bashir-src-mnn,n,mischief,Subentry of šeytán,137,124
head,bashir:khowar:080f9aa31a,,šiγíɫi,Kho-Bashir-src-mnn,adj,"coiled (e.g. snake, rope)",,137,124
head,bashir:khowar:0e34435e5e,,šik,Kho-Bashir-src-mnn|Kho-Bashir-src-ms|Kho-Bashir-src-swka,intr verb,to be,[< Skt. (M:1973) (T12605)],137,124
subentry,bashir:khowar:0e34435e5e:subentry:1,bashir:khowar:0e34435e5e,širáy,Kho-Bashir-src-mnn|Kho-Bashir-src-ms|Kho-Bashir-src-swka,intr verb,"it is/was (in a particular location, just discovered now)",Subentry of šik,137,124
head,bashir:khowar:0c6c9d03b6,,šikást korík,Kho-Bashir-src-swka|Kho-Bashir-src-gmkh,tr verb,to contradict someone (e.g. an elder),,137,124
head,bashir:khowar:7a18f74126,,šíkil,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-is,n,face,"[<Ar., Prs., Turkic]",137,124
subentry,bashir:khowar:7a18f74126:subentry:1,bashir:khowar:7a18f74126,batšíkil,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-is,adj,ugly,Subentry of šíkil,137,124
head,bashir:khowar:c6abc187a7,,šil,Kho-Bashir-src-mnn,n,wooden splint,[< Skt. (M:1973)],137,124
subentry,bashir:khowar:c6abc187a7:subentry:1,bashir:khowar:c6abc187a7,šil dik,Kho-Bashir-src-mnn,tr verb,to splint (a limb),Subentry of šil,137,124
head,bashir:khowar:96f83c6c2d,,šilbóhrt,Kho-Bashir-src-mnn,n,village in Terich valley,,137,124
head,bashir:khowar:a321ca9f4b,,šiloóγ,Kho-Bashir-src-mnn|Kho-Bashir-src-swka,n,story,[< Skt. (M:1973) (T12748)],137,124
variant,bashir:khowar:a321ca9f4b:variant:1,bashir:khowar:a321ca9f4b,išloóγ,Kho-Bashir-src-mnn|Kho-Bashir-src-swka,n,story,Other pronunciation of šiloóγ: išloóγ,137,124
subentry,bashir:khowar:a321ca9f4b:subentry:1,bashir:khowar:a321ca9f4b,šiloóγ dik,Kho-Bashir-src-mnn|Kho-Bashir-src-swka,tr intr verb,to tell a story,Subentry of šiloóγ,137,124
subentry,bashir:khowar:a321ca9f4b:subentry:2,bashir:khowar:a321ca9f4b,šiloóγ dyak,Kho-Bashir-src-mnn|Kho-Bashir-src-swka,n,storyteller,Subentry of šiloóγ,137,124
head,bashir:khowar:d033a163ea,,šiltáq,Kho-Bashir-src-tmf,n,"a reply to an unwanted or displeasing question, which expresses displeasure with the questioner",,137,124
head,bashir:khowar:a9cf695daa,,šimán,Kho-Bashir-src-swka|Kho-Bashir-src-rkb|Kho-Bashir-src-iwk,n,drawsting or cord for shalwar,[< Skt. (M:1973) (T13878)],137,124
variant,bashir:khowar:a9cf695daa:variant:1,bashir:khowar:a9cf695daa,šumán,Kho-Bashir-src-swka|Kho-Bashir-src-rkb|Kho-Bashir-src-iwk|Kho-Bashir-reg-lower-chitral,n,drawsting or cord for shalwar,"Other pronunciation of šimán: : šumán, šimánu (Lower Chitral)",137,124
variant,bashir:khowar:a9cf695daa:variant:2,bashir:khowar:a9cf695daa,šimánu,Kho-Bashir-src-swka|Kho-Bashir-src-rkb|Kho-Bashir-src-iwk|Kho-Bashir-reg-lower-chitral,n,drawsting or cord for shalwar,"Other pronunciation of šimán: : šumán, šimánu (Lower Chitral)",137,124
head,bashir:khowar:1e3ec894c4,,šiméni,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-mak,n,rope,[< Skt. (M:1973)],137,124
head,bashir:khowar:b902388c63,,šinṭíf,Kho-Bashir-src-rakr|Kho-Bashir-src-mnn,n,a large species of hawk (ṭyof) which eats sparrows,,137,124
variant,bashir:khowar:b902388c63:variant:1,bashir:khowar:b902388c63,šinṭhíf,Kho-Bashir-src-rakr|Kho-Bashir-src-mnn,n,a large species of hawk (ṭyof) which eats sparrows,Other pronunciation of šinṭíf: šinṭhíf (MNN),137,124
head,bashir:khowar:121234dcb0,,šinṭíki,Kho-Bashir-src-mnn|Kho-Bashir-src-iwa|Kho-Bashir-src-if,n,linseed,,137,124
variant,bashir:khowar:121234dcb0:variant:1,bashir:khowar:121234dcb0,šinṭhíki,Kho-Bashir-src-mnn|Kho-Bashir-src-iwa|Kho-Bashir-src-if,n,linseed,Other pronunciation of šinṭíki: šinṭhíki (IF),137,124
head,bashir:khowar:fbef04c8a4,,šinǰuúr,Kho-Bashir-src-mnn|Kho-Bashir-src-if,n,jujube (tree or fruit),"[< Ir., old influence (M:1936) (T13412)]",137,124
subentry,bashir:khowar:fbef04c8a4:subentry:1,bashir:khowar:fbef04c8a4,sínǰur,Kho-Bashir-src-mnn|Kho-Bashir-src-if,n,jujube (tree or fruit),Subentry of šinǰuúr,137,124
head,bashir:khowar:6126f3cce3,,šip,Kho-Bashir-src-rakr,n,guy ropes in a willow bridge holding the two lower ropes together,,137,124
head,bashir:khowar:153518831b,,šíri,Kho-Bashir-src-if|Kho-Bashir-src-mnn,n,"spirit of the cattle house, who is responsible for the welfare of the cattle",,137,124
head,bashir:khowar:40bbf0f328,,širíki,Kho-Bashir-src-mak|Kho-Bashir-src-rakr|Kho-Bashir-src-mnn,n,"bread taken on a journey when a small child is taken to a place for the first time, and left at a shrine on the road",,137,124
subentry,bashir:khowar:40bbf0f328:subentry:1,bashir:khowar:40bbf0f328,šírikal,Kho-Bashir-src-mak|Kho-Bashir-src-rakr|Kho-Bashir-src-mnn|Kho-Bashir-reg-terich,n,"place near Bahrtumboht in Terich, where people place offerings of small round loaves (širíki) to the fairies",Subentry of širíki,137,124
head,bashir:khowar:6d1c636033,,širín,Kho-Bashir-src-mnn|Kho-Bashir-src-rakr|Kho-Bashir-src-if|Kho-Bashir-src-sas|Kho-Bashir-src-tmfw,adj,sweet,[< Prs.],137,124
variant,bashir:khowar:6d1c636033:variant:1,bashir:khowar:6d1c636033,šerní,Kho-Bashir-src-mnn|Kho-Bashir-src-rakr|Kho-Bashir-src-if|Kho-Bashir-src-sas|Kho-Bashir-src-tmfw,adj,sweet,"Other pronunciation of širín: šerní, šeérní",137,124
variant,bashir:khowar:6d1c636033:variant:2,bashir:khowar:6d1c636033,šeérní,Kho-Bashir-src-mnn|Kho-Bashir-src-rakr|Kho-Bashir-src-if|Kho-Bashir-src-sas|Kho-Bashir-src-tmfw,adj,sweet,"Other pronunciation of širín: šerní, šeérní",137,124
subentry,bashir:khowar:6d1c636033:subentry:1,bashir:khowar:6d1c636033,širní,Kho-Bashir-src-mnn|Kho-Bashir-src-rakr|Kho-Bashir-src-if|Kho-Bashir-src-sas|Kho-Bashir-src-tmfw,n,mulberry juice boiled and thickened - eaten with bread,Subentry of širín,137,124
head,bashir:khowar:4e315f02ef,,širíšt,Kho-Bashir-src-if|Kho-Bashir-src-ms|Kho-Bashir-src-parwak|Kho-Bashir-reg-parwak,n,a bitter-tasting flower,,137,124
head,bashir:khowar:c967c16933,,širístu,Kho-Bashir-src-zmz,n,encouragement,,137,124
head,bashir:khowar:ba3c3a385c,,šišá,Kho-Bashir-src-mnn|Kho-Bashir-src-rakr|Kho-Bashir-src-swka,n,glass (the material),[< Ur.],138,125
head,bashir:khowar:9ff8db046b,,šiyáq,Kho-Bashir-src-mnn,n,mud (made for plastering walls),,138,125
head,bashir:khowar:d3173f9690,,šodóng,Kho-Bashir-src-rakr,n,song in praise of a falcon,,138,125
subentry,bashir:khowar:d3173f9690:subentry:1,bashir:khowar:d3173f9690,šodóng bašeék,Kho-Bashir-src-rakr,tr verb,to sing the falcon praise song when a falcon is captured,Subentry of šodóng,138,125
head,bashir:khowar:3e03c74075,,šoγnišóm,Kho-Bashir-src-mnn,n,a waterfall in roṣgól,,138,125
head,bashir:khowar:bf480b8a7a,,šoγór,Kho-Bashir-src-mnn,n,village in Lotkuh,,138,125
subentry,bashir:khowar:bf480b8a7a:subentry:1,bashir:khowar:bf480b8a7a,šoγoréku,Kho-Bashir-src-mnn,n,person from Shoghor,Subentry of šoγór,138,125
head,bashir:khowar:dd4c358055,,šokhór,Kho-Bashir-src-mnn|Kho-Bashir-src-rakr|Kho-Bashir-src-sonoghor,n,sugar,[< Skt. (T12338)],138,125
subentry,bashir:khowar:dd4c358055:subentry:1,bashir:khowar:dd4c358055,šokhórgóγu,Kho-Bashir-src-mnn|Kho-Bashir-src-rakr|Kho-Bashir-src-sonoghor|Kho-Bashir-reg-sonoghor,n,insect which secretes honeydew (a sugary secretion),Subentry of šokhór,138,125
head,bashir:khowar:8d2334b74f,,šoɫ,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-nkn,n,reed,"[< Skt. (M:1973) (T12343) (T12622)]; Morphology: šoɫ ‘reeds’ + béṭi ‘bundle’, ‘sheaf’; ‘reeds’ + ‘jungle/thicket’",138,125
subentry,bashir:khowar:8d2334b74f:subentry:1,bashir:khowar:8d2334b74f|bashir:khowar:7e9dd8395a,šoɫbéṭi,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-nkn|Kho-Bashir-reg-yarkhun,n,hut,"Subentry of šoɫ; Morphology: šoɫ ‘reeds’ + béṭi ‘bundle’, ‘sheaf’; ‘reeds’ + ‘jungle/thicket’",138,125
head,bashir:khowar:93f024bdd0,,šom,Kho-Bashir-src-ma|Kho-Bashir-src-mnn|Kho-Bashir-src-gnk|Kho-Bashir-src-swka,n,"lower part of house, where wood is stored",,138,125
head,bashir:khowar:75be9ad845,,šondór,Kho-Bashir-src-my,adj,angry,,138,125
head,bashir:khowar:f3a9ad54a6,,šongúlu,Kho-Bashir-src-iwk|Kho-Bashir-src-chitral-town|Kho-Bashir-src-iwa,n,bad grains left over after cleaning grain,,138,125
variant,bashir:khowar:f3a9ad54a6:variant:1,bashir:khowar:f3a9ad54a6,šongúɫu,Kho-Bashir-src-iwk|Kho-Bashir-src-chitral-town|Kho-Bashir-src-iwa|Kho-Bashir-reg-chitral-town,n,bad grains left over after cleaning grain,Other pronunciation of šongúlu: šongúɫu (Chitral town),138,125
head,bashir:khowar:96d7b97948,,šonthrú,Kho-Bashir-src-mak,n,species of bird,,138,125
head,bashir:khowar:241f00edd9,,šonṭigál,Kho-Bashir-src-gnk|Kho-Bashir-src-chitral-town,n,uncultivated land,,138,125
head,bashir:khowar:7d2de81e4b,,šoq,Kho-Bashir-src-zhd,n,hindrance (animate entity),,138,125
subentry,bashir:khowar:7d2de81e4b:subentry:1,bashir:khowar:7d2de81e4b,šoq bik,Kho-Bashir-src-zhd,intr verb,to be stubborn,Subentry of šoq,138,125
head,bashir:khowar:55626a1b1a,,šor,Kho-Bashir-src-mnn|Kho-Bashir-src-swka,adj,a hundred,[< Skt. (T12278)],138,125
head,bashir:khowar:ea477fd11a,,šoráp,Kho-Bashir-src-iwk,n,oilcake of walnuts (material left after pressing out oil from walnuts),,138,125
head,bashir:khowar:0e42c2d4b0,,šoró,Kho-Bashir-src-rakr|Kho-Bashir-src-swka|Kho-Bashir-src-ms,n,the autumn season,[< Skt. (M:1973) (T12329)],138,125
head,bashir:khowar:f3839f3d99,,šot,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-rakr,n,oath,,138,125
head,bashir:khowar:30d8a41979,,šoxolépi,Kho-Bashir-src-mnn|Kho-Bashir-src-ma,n,"wet snowfall, with mixed large flakes and rain",,138,125
head,bashir:khowar:423cf7b9be,,šoxtsík,Kho-Bashir-src-rakr|Kho-Bashir-src-gnk|Kho-Bashir-src-rkb,intr verb,to pass,[< Wakhi (M:1936)],138,125
subentry,bashir:khowar:423cf7b9be:subentry:1,bashir:khowar:423cf7b9be,šaxtséik,Kho-Bashir-src-rakr|Kho-Bashir-src-gnk|Kho-Bashir-src-rkb,tr verb,to cause to/allow to pass,Subentry of šoxtsík,138,125
subentry,bashir:khowar:423cf7b9be:subentry:2,bashir:khowar:423cf7b9be,šoxtsíru,Kho-Bashir-src-rakr|Kho-Bashir-src-gnk|Kho-Bashir-src-rkb,adj,"past (e.g. of time, an occasion)",Subentry of šoxtsík,138,125
head,bashir:khowar:d349389ea4,,šréxi dik,Kho-Bashir-src-rkb,tr intr verb,to strike (one,,138,125
head,bashir:khowar:d671e0e646,,šron,Kho-Bashir-src-if,n,upper part of thigh of human or animal,[< Skt. (M:1973) (T12729)],138,125
subentry,bashir:khowar:d671e0e646:subentry:1,bashir:khowar:d671e0e646,hostán šróntu mažík,Kho-Bashir-src-if,tr verb,to rub one,Subentry of šron,138,125
head,bashir:khowar:35b64af5f7,,šruph,Kho-Bashir-src-mnn,n,a sip taken with sucking motion,[onomatopoetic],138,125
variant,bashir:khowar:35b64af5f7:variant:1,bashir:khowar:35b64af5f7,šrupík,Kho-Bashir-src-mnn,n,a sip taken with sucking motion,Other pronunciation of šruph: šrupík,138,125
head,bashir:khowar:2487ff32ac,,šu¹,Kho-Bashir-src-mnn|Kho-Bashir-src-swka,n,bolt of cloth,Morphology: šú + binák,138,125
subentry,bashir:khowar:2487ff32ac:subentry:1,bashir:khowar:2487ff32ac,šukorák ǰulá,Kho-Bashir-src-mnn|Kho-Bashir-src-swka,n,weaver,Subentry of šu¹,138,125
subentry,bashir:khowar:2487ff32ac:subentry:2,bashir:khowar:2487ff32ac,šu biník,Kho-Bashir-src-mnn|Kho-Bashir-src-swka,tr verb,to thread a loom,Subentry of šu¹,138,125
subentry,bashir:khowar:2487ff32ac:subentry:3,bashir:khowar:2487ff32ac,šubinák,Kho-Bashir-src-mnn|Kho-Bashir-src-swka,n,spider,Subentry of šu¹; Morphology: šú + binák,138,125
head,bashir:khowar:2487ff32ac,,šu²,Kho-Bashir-src-mnn,n,porcupine,[< Skt. (M:1973) (T12766)],138,125
head,bashir:khowar:b4bac9dcf6,,šualák,Kho-Bashir-src-ms|Kho-Bashir-src-swka,n,a hand- sewn shalwar of handspun woolen cloth,,139,126
variant,bashir:khowar:b4bac9dcf6:variant:1,bashir:khowar:b4bac9dcf6,šualék,Kho-Bashir-src-ms|Kho-Bashir-src-swka,n,a hand- sewn shalwar of handspun woolen cloth,Other pronunciation of šualák: šualék (SWKA),139,126
head,bashir:khowar:c0456bc0eb,,šuγúr,Kho-Bashir-src-mnn|Kho-Bashir-src-nkn,n,sand,[< Skt. (M:1973) (T13386)],139,126
head,bashir:khowar:6eb252d564,,šuγútu,Kho-Bashir-src-mnn,n,fetlock joint of horse,,139,126
head,bashir:khowar:2dba48a6cc,,šukhúr,Kho-Bashir-src-ms|Kho-Bashir-src-tmfw,n,umbrella,,139,126
variant,bashir:khowar:2dba48a6cc:variant:1,bashir:khowar:2dba48a6cc,šukúr,Kho-Bashir-src-ms|Kho-Bashir-src-tmfw,n,umbrella,Other pronunciation of šukhúr: šukúr (TMFW),139,126
head,bashir:khowar:a2b82a6396,,šulá,Kho-Bashir-src-rakr|Kho-Bashir-src-mastuj,n,"rice boiled until soft and soupy, cooked in meat broth",,139,126
head,bashir:khowar:aa70e9ab9f,,šum,Kho-Bashir-src-mnn|Kho-Bashir-src-mak|Kho-Bashir-src-swka,adj,bad,,139,126
subentry,bashir:khowar:aa70e9ab9f:subentry:1,bashir:khowar:aa70e9ab9f,šumí,Kho-Bashir-src-mnn|Kho-Bashir-src-mak|Kho-Bashir-src-swka,n,badness,Subentry of šum,139,126
head,bashir:khowar:07a05d1e0c,,šumík,Kho-Bashir-src-rakr,intr verb,to worry (e.g. about household responsibilities),[< Skt. (T12542)],139,126
head,bashir:khowar:80d5ef82b3,,šumkár,Kho-Bashir-src-mak,n,species of bird,,139,126
head,bashir:khowar:29a8067786,,šun¹,Kho-Bashir-src-mnn|Kho-Bashir-src-mys|Kho-Bashir-src-iwk|Kho-Bashir-src-if,n,lip,[< Skt. (M:1973) (T12516)],139,126
subentry,bashir:khowar:29a8067786:subentry:1,bashir:khowar:29a8067786,šun losík,Kho-Bashir-src-mnn|Kho-Bashir-src-mys|Kho-Bashir-src-iwk|Kho-Bashir-src-if,tr verb,to bite the lips.,Subentry of šun¹,139,126
head,bashir:khowar:29a8067786,,šun²,Kho-Bashir-src-swka,n,rough woolen cloth,,139,126
head,bashir:khowar:8976d49e48,,šunendyék,Kho-Bashir-src-mnn,,(of) a person who gets his work done by someone and then abandons the person who helped him,,139,126
head,bashir:khowar:f1552578d3,,šunǰ,Kho-Bashir-src-mnn|Kho-Bashir-src-nkn,n,needle,[< Yidgah (M:1936)],139,126
head,bashir:khowar:334a4d5dd8,,šunkhík,Kho-Bashir-src-iwk|Kho-Bashir-src-ba|Kho-Bashir-src-if|Kho-Bashir-src-iwa,tr verb,to smell,[< Skt. (M:1973)],139,126
variant,bashir:khowar:334a4d5dd8:variant:1,bashir:khowar:334a4d5dd8,šumkhík,Kho-Bashir-src-iwk|Kho-Bashir-src-ba|Kho-Bashir-src-if|Kho-Bashir-src-iwa,tr verb,to smell,"Other pronunciation of šunkhík: šumkhík (BA), šunkík (IF), ṣungkík (IWK)",139,126
variant,bashir:khowar:334a4d5dd8:variant:2,bashir:khowar:334a4d5dd8,šunkík,Kho-Bashir-src-iwk|Kho-Bashir-src-ba|Kho-Bashir-src-if|Kho-Bashir-src-iwa,tr verb,to smell,"Other pronunciation of šunkhík: šumkhík (BA), šunkík (IF), ṣungkík (IWK)",139,126
variant,bashir:khowar:334a4d5dd8:variant:3,bashir:khowar:334a4d5dd8,ṣungkík,Kho-Bashir-src-iwk|Kho-Bashir-src-ba|Kho-Bashir-src-if|Kho-Bashir-src-iwa,tr verb,to smell,"Other pronunciation of šunkhík: šumkhík (BA), šunkík (IF), ṣungkík (IWK)",139,126
head,bashir:khowar:63449c44b5,,šunǰmúk,Kho-Bashir-src-a,n,an aromatic seed,,139,126
head,bashir:khowar:b156de69d1,,šunúko,Kho-Bashir-src-mnn|Kho-Bashir-src-rakr,n,small biting insect; sandfly,,139,126
variant,bashir:khowar:b156de69d1:variant:1,bashir:khowar:b156de69d1,šunóku,Kho-Bashir-src-mnn|Kho-Bashir-src-rakr,n,small biting insect; sandfly,Other pronunciation of šunúko: šunóku,139,126
head,bashir:khowar:b0dae253c2,,šuókaɫ,Kho-Bashir-src-laspur|Kho-Bashir-src-my,n,small roofless room inside the cattle house (šal) for calves,,139,126
head,bashir:khowar:b459a53f9e,,šupingáh,Kho-Bashir-src-mnn,,two days after tomorrow,,139,126
head,bashir:khowar:105a90b1f7,,šuphínak,Kho-Bashir-src-mnn,n,fresh cheese made from buttermilk,,139,126
head,bashir:khowar:414c074d45,,šuqá,Kho-Bashir-src-mnn|Kho-Bashir-src-swka,n,traditional long Chitrali robe of handspun wool,,139,126
variant,bashir:khowar:414c074d45:variant:1,bashir:khowar:414c074d45,šoqá,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-reg-yarkhun,n,traditional long Chitrali robe of handspun wool,Other pronunciation of šuqá: šoqá SWKA: in Yarkhun,139,126
subentry,bashir:khowar:414c074d45:subentry:1,bashir:khowar:414c074d45,šoqaγár,Kho-Bashir-src-mnn|Kho-Bashir-src-swka,n,bolt of cloth for making a šoqá,Subentry of šuqá,139,126
head,bashir:khowar:77e7a57891,,šurphílank,Kho-Bashir-src-mnn,n,swallow (bird),,139,126
head,bashir:khowar:1a6000c23f,,šuruúγ,Kho-Bashir-src-mnn|Kho-Bashir-src-nkn,n,beginning,[< Prs.],139,126
variant,bashir:khowar:1a6000c23f:variant:1,bashir:khowar:1a6000c23f,šuruγéik,Kho-Bashir-src-mnn|Kho-Bashir-src-nkn,n,beginning,Other pronunciation of šuruúγ: šuruγéik,139,126
subentry,bashir:khowar:1a6000c23f:subentry:1,bashir:khowar:1a6000c23f,šuruúγ korík,Kho-Bashir-src-mnn|Kho-Bashir-src-nkn,tr verb,"to start, to begin",Subentry of šuruúγ,139,126
subentry,bashir:khowar:1a6000c23f:subentry:2,bashir:khowar:1a6000c23f,šuruγeék,Kho-Bashir-src-mnn|Kho-Bashir-src-nkn,tr verb,"to start, to begin (a task or process)",Subentry of šuruúγ,139,126
head,bashir:khowar:bd14676729,,šuštú,Kho-Bashir-src-if|Kho-Bashir-src-chitral-town|Kho-Bashir-src-arc,n,"respected persons of a village, not immediately related to the bridegroom, who accompany the groom",,139,126
subentry,bashir:khowar:bd14676729:subentry:1,bashir:khowar:bd14676729,šuštudóyu,Kho-Bashir-src-if|Kho-Bashir-src-chitral-town|Kho-Bashir-src-arc,n,members of the groom,Subentry of šuštú,139,126
head,bashir:khowar:76afb0c1e0,,šušú,Kho-Bashir-src-mnn,n,chill (internal) felt by someone,,139,126
head,bashir:khowar:48e6c09705,,šut,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-mak,adj,sour,[< Skt. (M:1973) (T12504)],139,126
subentry,bashir:khowar:48e6c09705:subentry:1,bashir:khowar:48e6c09705,šutaáku,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-mak,n,a slightly sour fruit,Subentry of šut,139,126
head,bashir:khowar:63ab36af0d,,šútur,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-if|Kho-Bashir-src-zmz,n,thread,[< Skt. (M:1973) (T13561)],139,126
subentry,bashir:khowar:63ab36af0d:subentry:1,bashir:khowar:63ab36af0d,bašútur,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-if|Kho-Bashir-src-zmz,n,"hair ornament/extension made from threads, to be braided into hair",Subentry of šútur,139,126
head,bashir:khowar:e35e41a798,,šutxarí,Kho-Bashir-src-parwak|Kho-Bashir-src-ar,n,failure to show respect to someone,,139,126
variant,bashir:khowar:e35e41a798:variant:1,bashir:khowar:e35e41a798,šutxerí,Kho-Bashir-src-parwak|Kho-Bashir-src-ar,n,failure to show respect to someone,Other pronunciation of šutxarí: šutxerí (AR),139,126
head,bashir:khowar:6269be5acc,,šuṭ,Kho-Bashir-src-mnn,adj,healed (of wound),,139,126
head,bashir:khowar:f6c8389266,,šuṭánsk,Kho-Bashir-src-mnn|Kho-Bashir-src-if,n,species of mushroom which grows in clusters near cut tree stumps; it is eaten fried,,139,126
head,bashir:khowar:942eed0f90,,šuṭhí,Kho-Bashir-src-chitral-town,n,species of wild plant,,140,127
head,bashir:khowar:818b830447,,šuúr,Kho-Bashir-src-if|Kho-Bashir-src-mnn,n,renown,,140,127
subentry,bashir:khowar:818b830447:subentry:1,bashir:khowar:818b830447,šuúr dreék,Kho-Bashir-src-if|Kho-Bashir-src-mnn,tr verb,to incite someone to fight,Subentry of šuúr,140,127
head,bashir:khowar:867d0afede,,šureék,Kho-Bashir-src-zhd|Kho-Bashir-src-mnn,intr tr verb,to misguide,,140,127
head,bashir:khowar:dbd561cce8,,ṣa,Kho-Bashir-src-rkb|Kho-Bashir-src-ms|Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-gnk|Kho-Bashir-src-hur,adj,black,[< Ir. (M:1936],140,127
variant,bashir:khowar:dbd561cce8:variant:1,bashir:khowar:dbd561cce8,ṣaá,Kho-Bashir-src-rkb|Kho-Bashir-src-ms|Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-gnk|Kho-Bashir-src-hur,adj,black,Other pronunciation of ṣa: ṣaá (MNN),140,127
variant,bashir:khowar:dbd561cce8:variant:2,bashir:khowar:dbd561cce8,ṣaʋštáng,Kho-Bashir-src-rkb|Kho-Bashir-src-ms|Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-gnk|Kho-Bashir-src-hur,adj,black,Other pronunciation of ṣa: ṣaʋštáng (SWKA),140,127
subentry,bashir:khowar:dbd561cce8:subentry:1,bashir:khowar:dbd561cce8,ṣuúng ṣa,Kho-Bashir-src-rkb|Kho-Bashir-src-ms|Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-gnk|Kho-Bashir-src-hur,adj,"very dark black, pitch black",Subentry of ṣa,140,127
subentry,bashir:khowar:dbd561cce8:subentry:2,bashir:khowar:dbd561cce8,ṣaá počík,Kho-Bashir-src-rkb|Kho-Bashir-src-ms|Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-gnk|Kho-Bashir-src-hur,intr verb,for one,Subentry of ṣa,140,127
subentry,bashir:khowar:dbd561cce8:subentry:3,bashir:khowar:dbd561cce8,ṣaʋarúni,Kho-Bashir-src-rkb|Kho-Bashir-src-ms|Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-gnk|Kho-Bashir-src-hur,adj,wearing black clothes,Subentry of ṣa,140,127
subentry,bashir:khowar:dbd561cce8:subentry:4,bashir:khowar:dbd561cce8,ṣaí,Kho-Bashir-src-rkb|Kho-Bashir-src-ms|Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-gnk|Kho-Bashir-src-hur,n,blackness,Subentry of ṣa,140,127
